,Elapsed Time(s)Min,Elapsed Time(s)Max,Elapsed Time(s)Std,Elapsed Time(s)Med,Elapsed Time(s)Avg,Elapsed Time(s)Skewness,Elapsed Time(s)Kurtosis,Left Stride Interval(s)Min,Left Stride Interval(s)Max,Left Stride Interval(s)Std,Left Stride Interval(s)Med,Left Stride Interval(s)Avg,Left Stride Interval(s)Skewness,Left Stride Interval(s)Kurtosis,Right Stride Interval(s)Min,Right Stride Interval(s)Max,Right Stride Interval(s)Std,Right Stride Interval(s)Med,Right Stride Interval(s)Avg,Right Stride Interval(s)Skewness,Right Stride Interval(s)Kurtosis,Left Swing Interval(s)Min,Left Swing Interval(s)Max,Left Swing Interval(s)Std,Left Swing Interval(s)Med,Left Swing Interval(s)Avg,Left Swing Interval(s)Skewness,Left Swing Interval(s)Kurtosis,Right Swing Interval(s)Min,Right Swing Interval(s)Max,Right Swing Interval(s)Std,Right Swing Interval(s)Med,Right Swing Interval(s)Avg,Right Swing Interval(s)Skewness,Right Swing Interval(s)Kurtosis,Left Swing Interval(%)Min,Left Swing Interval(%)Max,Left Swing Interval(%)Std,Left Swing Interval(%)Med,Left Swing Interval(%)Avg,Left Swing Interval(%)Skewness,Left Swing Interval(%)Kurtosis,Right Swing Interval(%)Min,Right Swing Interval(%)Max,Right Swing Interval(%)Std,Right Swing Interval(%)Med,Right Swing Interval(%)Avg,Right Swing Interval(%)Skewness,Right Swing Interval(%)Kurtosis,Left Stance Interval(s)Min,Left Stance Interval(s)Max,Left Stance Interval(s)Std,Left Stance Interval(s)Med,Left Stance Interval(s)Avg,Left Stance Interval(s)Skewness,Left Stance Interval(s)Kurtosis,Right Stance Interval(s)Min,Right Stance Interval(s)Max,Right Stance Interval(s)Std,Right Stance Interval(s)Med,Right Stance Interval(s)Avg,Right Stance Interval(s)Skewness,Right Stance Interval(s)Kurtosis,Left Stance Interval(%)Min,Left Stance Interval(%)Max,Left Stance Interval(%)Std,Left Stance Interval(%)Med,Left Stance Interval(%)Avg,Left Stance Interval(%)Skewness,Left Stance Interval(%)Kurtosis,Right Stance Interval(%)Min,Right Stance Interval(%)Max,Right Stance Interval(%)Std,Right Stance Interval(%)Med,Right Stance Interval(%)Avg,Right Stance Interval(%)Skewness,Right Stance Interval(%)Kurtosis,Double Support Interval(s)Min,Double Support Interval(s)Max,Double Support Interval(s)Std,Double Support Interval(s)Med,Double Support Interval(s)Avg,Double Support Interval(s)Skewness,Double Support Interval(s)Kurtosis,Double Support Interval(%)Min,Double Support Interval(%)Max,Double Support Interval(%)Std,Double Support Interval(%)Med,Double Support Interval(%)Avg,Double Support Interval(%)Skewness,Double Support Interval(%)Kurtosis
0,22.32,272.9567,72.98658040298731,148.83499999999998,147.95846907216495,-0.016881846117063677,-1.190340878294503,1.1167,5.6667,0.33421047561665645,1.27335,1.2985592783505155,11.698102963420663,149.25176347933814,1.0967,5.7767,0.33655932452739945,1.2667,1.2985371134020618,12.248759585693593,160.2811447671257,0.19,0.7,0.05033844349224075,0.4267,0.42585979381443306,0.7032689812887847,7.443666027797169,0.1333,0.6767,0.03829088777974685,0.39165,0.3913371134020619,0.5037942476132582,24.956484956984305,7.18,56.3,3.806154121712176,33.61,33.32206185567011,-1.7984939495278074,23.669672034155603,8.49,37.57,3.0059421503248918,30.845,30.585360824742274,-3.813438454251713,23.149574797024215,0.5433,5.26,0.3325217331999787,0.84,0.8726974226804124,12.04871875199032,155.16976292503992,0.7533,5.1,0.3166660174064211,0.875,0.9072005154639174,12.102348307161384,157.15813953132596,43.7,92.82,3.806154121712176,66.39,66.6779381443299,1.7984939495278003,23.669672034155578,62.43,91.51,3.005942150324892,69.155,69.41463917525775,3.8134384542516933,23.14957479702412,0.3233,4.5833,0.3098706179842858,0.45,0.48135567010309277,12.174594372284599,157.2547123811599,28.96,80.88,5.006052698057188,35.870000000000005,36.108711340206185,4.861525851704703,37.70503172791583
1,21.78,299.56,80.74058298891711,160.17165,160.53336463414632,0.0052389314535783715,-1.1982032401117941,1.07,1.3167,0.03433206838649117,1.13,1.1337410569105693,1.780610291395576,5.983377989490286,1.07,1.33,0.03292966424755111,1.13,1.1336731707317074,1.9710339895031241,7.780268178715524,0.3233,0.4033,0.013424855047063906,0.37,0.3683065040650407,-0.2084706084182475,0.0794452032658528,0.3233,0.4767,0.018730378204813988,0.37,0.36924024390243904,1.3477579283140801,5.817806572853101,27.34,35.48,1.1909534288486727,32.64,32.500365853658536,-0.8763962152666718,2.140029334053515,28.53,37.25,1.189317933176635,32.54,32.56455284552845,0.029731930861382046,1.7670599411097339,0.71,0.93,0.03184887097495441,0.76,0.7654317073170732,2.1503438295685995,7.357080437045781,0.7133,0.8933,0.024034559850299127,0.76,0.7644280487804878,1.160018092443877,3.148114322638156,64.52,72.66,1.1909534288486732,67.36,67.49963414634145,0.8763962152667039,2.140029334053544,62.75,71.47,1.1893179331766353,67.46,67.43544715447155,-0.02973193086138183,1.767059941109733,0.33,0.49,0.02262380798491956,0.3933,0.39619065040650403,1.0780011098907194,2.40236296226594,29.73,40.06,1.423995398624751,34.88,34.93459349593496,0.2935680502305028,0.8846606108816428
2,22.1933,299.3033,80.76453821453369,160.24,160.47365502183405,0.005606098367769433,-1.204927146899676,1.0467,1.7633,0.061975562440115345,1.2067,1.2150344978165937,4.760596832578558,33.77399124537716,1.0367,1.5533,0.05666789340090187,1.2067,1.2150497816593888,3.1098288171435002,15.348563564320166,0.1567,0.5167,0.024102766998862515,0.3967,0.39689956331877724,-3.849871365391494,47.16299424861388,0.2733,0.46,0.01857811171688722,0.4133,0.41118034934497805,-2.9309345102994597,17.478536535707857,14.97,35.03,1.7063867492876543,32.88,32.682183406113545,-5.934375586533462,52.60501014037019,23.83,35.69,1.632355380408669,34.24,33.879650655021834,-3.1094156233118686,12.678684551688125,0.7467,1.26,0.05130501878472847,0.8067,0.8181362445414848,4.616941976841492,30.746300501172954,0.7433,1.1067,0.052680182159463414,0.7933,0.8038755458515285,3.4676063987181087,14.89721125454037,64.97,85.03,1.7063867492876539,67.12,67.31781659388646,5.934375586533454,52.60501014037014,64.31,76.17,1.6323553804086692,65.76,66.12034934497815,3.109415623311895,12.678684551688233,0.3467,0.8267,0.055894606819928805,0.3967,0.4069593886462882,4.8690060432506135,29.289278462151614,30.06,53.18,2.8798128775067604,32.95,33.403580786026204,4.129577366801448,21.54107688528879
3,22.2167,299.2567,75.31916908415906,133.26,130.55682786885245,0.5267048564854888,-0.3553433544089457,1.26,55.15,5.815653032427821,1.3833,2.2816368852459017,7.484293543795365,59.24294332824334,1.22,53.3267,5.947309323214073,1.38,2.3276483606557377,6.979331329244286,50.36660306176095,0.1167,23.8967,2.1221764720011547,0.4733,0.6666106557377048,10.88354191356627,116.6374684708648,0.3167,28.1133,2.505306508471173,0.4367,0.6765040983606556,10.89891837811468,116.86145443928294,0.56,92.17,8.058147183546787,34.185,33.34057377049181,1.6471048639577983,26.190159238683496,1.1,90.86,7.350629592475163,31.615000000000002,31.46844262295082,3.1554819179971663,37.37590169448564,0.83,54.84,5.389054523574666,0.905,1.6150319672131146,8.821759105919718,80.14927351654875,0.8233,52.74,5.326724111500551,0.9450000000000001,1.65115,8.48158746232102,73.5709225272502,7.83,99.44,8.058147183546788,65.815,66.6594262295082,-1.6471048639578012,26.19015923868349,9.14,98.9,7.350629592475163,68.385,68.53155737704918,-3.1554819179971667,37.37590169448565,0.3867,26.7267,3.3320344316840917,0.475,0.9937680327868853,7.35513070170102,53.194470871424244,18.73,218.57,18.538686982228928,34.144999999999996,37.119180327868854,8.085646979963498,74.34320681913046
4,22.85,299.5667,80.87069534493155,158.15,159.37784918032784,0.025153153133466423,-1.2114555995402454,1.3867,2.12,0.09271279787693788,1.5033,1.5201087431693987,2.344454180735896,9.749470590904657,1.2567,2.11,0.0955483710357755,1.5033,1.5202010928961749,2.155052548312723,9.177180356760417,0.2367,0.62,0.04689273791615076,0.48,0.477575956284153,-0.8594838361972161,4.532120100947166,0.2167,0.7067,0.048577515520161915,0.4967,0.49697814207650276,-0.8699552710633243,10.333789986585305,11.16,36.17,2.794753839643099,31.76,31.46715846994536,-2.936141584009407,16.187580169744805,14.44,39.41,2.589149132910387,33.05,32.704808743169394,-3.380551894778364,19.03976301180499,0.92,1.8833,0.09229657851888746,1.0267,1.0425338797814208,4.642095808582145,36.62922710677601,0.9133,1.4033,0.07863809941216096,1.0067,1.0232229508196722,1.8971597596537382,4.40167598550847,63.83,88.84,2.794753839643099,68.24,68.53284153005464,2.9361415840094085,16.187580169744816,60.59,85.56,2.589149132910387,66.95,67.2951912568306,3.3805518947783635,19.039763011804986,0.4533,1.2,0.08010615853254087,0.53,0.5455573770491803,3.963192761374316,25.360666213571633,30.43,56.6,3.548674114671162,35.15,35.80207650273224,2.9614399335891677,12.565836858956482
5,21.9567,298.8633,80.45395674147903,159.99835000000002,160.15691487603306,0.004037710395663367,-1.2018877010580957,1.0933,1.2267,0.021192527943348527,1.15,1.1490760330578513,0.2353674734681443,0.3952198151271449,1.1067,1.22,0.020370424415592562,1.1467,1.1490909090909092,0.5156924232179995,0.2729335290264885,0.3267,0.42,0.013171521805025621,0.39,0.3868297520661157,-0.7787023570407464,1.946267270701485,0.36,0.4667,0.020136578580298704,0.3933,0.3996429752066116,0.7037807627485505,-0.1570321604495426,29.81,35.73,0.9466656319580301,33.805,33.66359504132232,-1.1527626197304215,2.6630011708992773,31.86,39.66,1.6492724166962702,34.2,34.77929752066116,0.7052066378365609,-0.5019878664149946,0.7233,0.84,0.017546013011909795,0.76,0.7622454545454546,0.8330650162905112,1.8172822463044458,0.69,0.8067,0.023298825942200813,0.7533,0.7494495867768596,-0.3969093985359414,-0.3008626319829202,64.27,70.19,0.9466656319580306,66.195,66.33640495867769,1.1527626197303966,2.6630011708992383,60.34,68.14,1.6492724166962702,65.8,65.22070247933884,-0.7052066378365603,-0.5019878664149955,0.3,0.4133,0.02415817402047811,0.3667,0.3626037190082645,-0.45440669169714926,-0.38846137235461775,26.71,35.36,1.9070002905141328,31.97,31.54884297520661,-0.6398258411753781,-0.41848720905983505
6,22.93,299.8833,81.17089690266097,156.7633,158.0625362790698,0.05048285029068492,-1.200653451828217,1.0567,6.94,0.4803491848836503,1.23,1.293566976744186,9.445645035729681,97.69788560648985,1.0767,6.9333,0.5225757273484257,1.24,1.2987739534883718,8.730834565537288,79.95994308877245,0.2333,0.59,0.05537556901730615,0.43,0.4412409302325581,0.2032975805580183,0.5814224493526656,0.2033,0.5,0.044465225420322226,0.3867,0.38550604651162795,-0.6667509812615746,2.1139363155837394,7.35,44.03,4.496160139110094,35.26,35.137720930232554,-2.703410542324044,13.629825804687837,5.58,37.95,4.201361562456025,31.39,30.812604651162793,-3.177618803658873,15.148086772233388,0.6667,6.43,0.4736116452155794,0.79,0.852326976744186,9.589301500258072,99.20787472208727,0.7267,6.5467,0.5246106887180583,0.8467,0.9132702325581394,8.7584528204794,79.82378139153083,55.97,92.65,4.496160139110094,64.74,64.86227906976744,2.7034105423240495,13.629825804687854,62.05,94.42,4.201361562456025,68.61,69.18739534883721,3.1776188036588673,15.14808677223336,0.32,6.22,0.48752771943105877,0.4033,0.4668232558139535,9.6721248363785,100.20679191057069,28.32,89.63,6.985171979340284,32.88,33.98558139534884,5.717243014575646,37.870928660586124
7,23.5467,299.22,79.93461073480026,136.45,143.88443925925924,0.41183564482018514,-0.8443972297072291,1.2533,30.23,3.2334722551749504,1.5967,2.064596296296296,7.695327466831685,59.46038045017711,1.28,27.6,3.1009636796113327,1.59,2.05274,7.45109481444275,55.38956266460301,0.16,0.72,0.07332348971322775,0.4267,0.424345925925926,-0.1857453569019022,2.1141522647870286,0.2567,0.95,0.08549780725127469,0.4633,0.46822,1.3974543508417423,6.9995044260310095,0.64,40.15,5.415596942974636,27.22,25.983555555555554,-2.2239103650392207,8.112789954838682,1.01,53.57,5.938741887114554,29.08,28.65985185185185,-1.7642209254129313,10.09521329229294,0.9533,29.91,3.2545907589383556,1.1633,1.6402451851851854,7.691864681575802,59.35005039673849,0.8233,27.32,3.127501793212478,1.1333,1.5845155555555557,7.445682544591816,55.29363654740717,59.85,99.36,5.415596942974635,72.78,74.01644444444446,2.223910365039213,8.11278995483866,46.43,98.99,5.938741887114554,70.92,71.34014814814813,1.7642209254129395,10.09521329229296,0.5667,29.63,3.2775679369865376,0.7,1.1720244444444443,7.703522555323081,59.44315064075199,37.25,98.33,9.009850169530614,43.92,45.49918518518519,4.318707542611463,20.940257377851086
8,21.9533,288.9133,78.50606088428958,153.1033,156.74629219512198,-0.003560478721676577,-1.2395868128864191,1.1733,9.1833,0.5616634273735222,1.2433,1.308649268292683,13.559717034774481,187.3533901644065,1.1967,1.9,0.08952498674155744,1.2533,1.274781951219512,4.694272172808363,24.756250625774097,0.2333,0.8967,0.0497258142523653,0.44,0.44811268292682926,4.431842041670447,39.28668618908491,0.2867,0.55,0.023510173952827416,0.4233,0.4249141463414634,-0.19992550365835488,17.967419883283807,5.7,49.24,3.42858371123486,35.46,35.14209756097561,-3.650701318214106,31.179772397376055,16.17,36.32,2.034049448576397,33.78,33.42956097560976,-4.943522292572999,31.64375235182989,0.73,8.66,0.5536315697975671,0.8033,0.8605365853658536,13.750616962072721,191.0429746524121,0.7767,1.4867,0.08595648490084298,0.83,0.849870243902439,5.1106471568480565,29.44139760535988,50.76,94.3,3.42858371123486,64.54,64.8579024390244,3.650701318214098,31.179772397376006,63.68,83.83,2.034049448576397,66.22,66.57043902439025,4.943522292572979,31.64375235182976,0.3067,9.4233,0.83263655045983,0.4533,0.9623741463414633,5.154047279846978,49.77740439617699,25.0,134.31,47.48306058431124,33.06,73.44043902439024,0.22181143351012772,-1.9289939439029586
9,22.7167,298.41,80.23348675511525,161.48835,160.52929829545454,0.0039580243677163965,-1.2017413959856553,1.4233,2.17,0.10232096983283762,1.5533,1.5757568181818185,2.0722280663825132,7.20884213797417,1.4033,2.2267,0.1047724979884524,1.55,1.574965340909091,2.315321718965123,9.392322548371167,0.3533,0.6933,0.042211869799240735,0.4567,0.45411022727272726,1.0952702273710804,5.8758815484245694,0.2833,0.5133,0.039591246503177,0.4267,0.42500056818181825,-0.5462438753455249,1.0639374620696707,17.97,38.45,2.5748182107057227,29.384999999999998,28.879431818181818,-0.9250031058156672,3.1928241001442643,16.33,33.33,2.7711821262095673,27.35,27.07147727272727,-0.9841725546146203,2.011452339665369,0.9667,1.78,0.09949187302841021,1.10165,1.1216488636363637,2.811280665034043,12.583857959801861,0.9833,1.7733,0.1080896295168547,1.1267,1.1499602272727274,2.3741901817971582,8.975518216567385,61.55,82.03,2.5748182107057227,70.61500000000001,71.12056818181819,0.9250031058156631,3.192824100144259,66.67,83.67,2.771182126209567,72.65,72.92852272727272,0.984172554614628,2.011452339665378,0.5233,1.46,0.10959548264815991,0.6733,0.696646590909091,3.286439338725747,16.668300901624985,35.93,67.28,4.369721675287857,43.495000000000005,44.05897727272727,2.022438174942374,7.497515984692987
